miRNA	DSC_27_23_EKB_20250506_1	DSC_27_23_EKB_20250506_2	DSC_28_23_EKB_20250502_1	DSC_28_23_EKB_20250502_2	DSC_29_23_EKB_20250502_1	DSC_29_23_EKB_20250502_2	DSC_30_23_EKB_20250506_1	DSC_30_23_EKB_20250506_2	DSC_31_23_EKB_20250506_1	DSC_31_23_EKB_20250506_2	DSC_32_23_EKB_20250507_1	DSC_32_23_EKB_20250507_2	Melanocytes_27_23_EKB_20250502_1	Melanocytes_27_23_EKB_20250502_2	Melanocytes_29_23_EKB_20250506_1	Melanocytes_29_23_EKB_20250506_2	Melanocytes_30_23_EKB_20250502_1	Melanocytes_30_23_EKB_20250502_2	Melanocytes_31_23_EKB_20250507_1	Melanocytes_31_23_EKB_20250507_2	Melanocytes_32_23_EKB_20250507_1	Melanocytes_32_23_EKB_20250507_2
hsa-miR-5692a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1537-5p	0	1	0	1	0	0	2	2	4	0	1	0	2	5	3	8	2	0	8	3	8	16
hsa-miR-607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-10a-3p	49	38	167	115	157	83	118	140	227	173	122	145	10	28	15	39	22	24	60	34	86	81
hsa-miR-3606-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-4719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-449b-3p	0	1	2	0	0	2	0	0	0	2	0	0	0	0	0	4	0	1	1	0	1	0
hsa-miR-3529-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-7159-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6795-5p	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
hsa-miR-6750-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	2	0
hsa-miR-302a-5p	0	0	0	0	0	0	0	0	4	2	0	0	0	0	1	0	0	0	1	0	0	0
hsa-miR-520b-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-5687	0	2	2	0	1	0	0	2	1	6	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-190b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-365a-3p	2852	1811	3882	2105	3171	1668	3290	2272	7673	3134	2181	2206	207	360	554	741	298	199	1011	551	2015	968
hsa-miR-548ao-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-190a-3p	103	67	174	66	120	67	96	78	176	73	36	44	1	0	2	21	10	6	1	1	12	17
hsa-miR-4772-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
hsa-miR-6828-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
hsa-miR-548w	83	70	69	63	146	65	67	79	82	55	61	81	19	60	104	94	68	45	33	26	164	209
hsa-miR-4637	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5197-3p	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	3	2	1	0	0
hsa-miR-5196-5p	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	3	0
hsa-miR-4766-5p	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	2
hsa-miR-548as-5p	0	0	0	0	0	2	0	0	2	2	2	0	1	2	2	6	5	4	11	0	3	7
hsa-miR-520a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-217-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
hsa-miR-4786-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6751-3p	2	0	0	1	0	0	5	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0
hsa-miR-431-3p	40	61	75	59	185	75	81	53	71	77	82	99	0	0	0	0	3	0	0	0	0	0
hsa-miR-516a-3p	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3179	0	1	1	3	0	8	0	4	4	6	3	4	0	1	1	2	0	6	4	0	5	22
hsa-miR-140-5p	1584	1914	2452	1698	3765	1910	2633	2586	4076	2755	1947	2365	213	419	371	496	211	300	721	324	661	746
hsa-miR-373-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-20a-5p	1694	1937	6255	3929	10426	3846	3451	3105	7218	5486	5047	5143	4734	13316	7294	6142	3749	3349	5674	2776	8851	14407
hsa-miR-548l	1	0	1	5	9	11	6	13	18	16	4	13	4	5	10	1	3	7	6	2	13	7
hsa-miR-4703-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
hsa-miR-200b-3p	73	88	330	223	245	144	152	134	248	216	162	143	2	3	4	4	1	6	3	4	17	6
hsa-miR-126-5p	81	93	371	207	576	336	333	320	481	392	381	534	176	585	1140	1530	1177	1252	754	420	1827	2451
hsa-miR-96-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-6516-3p	0	4	8	5	3	5	8	2	14	8	3	5	0	10	9	2	0	0	13	11	1	6
hsa-miR-548y	0	0	0	1	1	0	4	0	0	0	0	2	1	3	9	3	3	5	2	0	7	10
hsa-miR-4666a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4790-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-548au-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
hsa-miR-6716-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548b-5p	0	9	19	8	4	2	1	5	15	8	6	7	0	6	2	15	1	13	24	15	17	21
hsa-miR-192-3p	0	0	0	5	1	1	0	0	6	8	2	1	1	0	0	2	5	0	5	0	1	2
hsa-miR-5695	1	1	3	1	4	7	1	2	6	7	7	5	1	0	0	1	4	1	6	5	3	5
hsa-miR-518f-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-548av-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6082	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10522-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4744	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3
hsa-miR-122b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4759	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-12122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-219b-5p	4	1	7	1	1	2	9	4	13	5	2	2	0	3	0	6	0	0	1	2	1	2
hsa-miR-498-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3942-5p	0	0	1	0	0	0	0	0	0	2	0	0	2	1	0	0	1	0	0	0	2	0
hsa-miR-381-5p	55	82	97	88	176	95	151	150	127	93	87	139	0	0	0	0	0	0	1	1	0	0
hsa-miR-330-3p	99	144	209	157	237	171	181	166	433	322	189	217	80	179	200	251	105	159	499	249	638	510
hsa-miR-4714-3p	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	4	2	1	3
hsa-let-7i-3p	53	46	66	28	89	59	80	69	192	63	78	63	71	147	61	95	84	56	256	110	119	137
hsa-miR-146b-5p	120	145	432	291	389	207	301	302	464	488	245	378	213	419	318	410	150	249	604	379	652	554
hsa-miR-7853-5p	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	2	0
hsa-miR-7706	8	13	13	15	38	26	10	24	22	34	15	25	3	2	6	9	7	3	12	8	6	13
hsa-miR-3158-3p	3	1	4	2	3	2	6	1	5	9	6	9	0	2	3	2	0	0	1	2	5	3
hsa-miR-135b-5p	1281	1288	1767	1015	937	753	1835	1486	1503	802	732	785	7	16	1	5	7	5	8	5	21	22
hsa-miR-6868-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-224-5p	8	23	133	116	34	17	6	4	104	101	13	14	0	0	0	0	0	0	0	0	0	0
hsa-miR-8060	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-429	4	8	28	14	26	7	13	8	23	21	15	15	0	3	6	0	2	0	0	2	1	1
hsa-miR-5583-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	0	0	0
hsa-miR-380-3p	287	203	626	308	718	336	425	341	473	320	326	353	0	0	0	3	0	0	0	0	0	0
hsa-miR-3912-5p	4	2	8	2	10	0	0	3	2	3	1	8	0	0	0	1	0	2	0	0	0	1
hsa-miR-4795-3p	3	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-630	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-4643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-425-5p	2592	3018	4239	3267	7367	3208	4010	3158	4484	3748	2986	3789	1942	4019	4905	3902	2373	2974	5428	2739	5412	4735
hsa-miR-219a-5p	0	0	4	0	2	0	0	0	0	2	3	1	0	1	0	1	0	0	3	0	1	1
hsa-miR-139-5p	72	104	132	154	81	47	99	85	85	84	61	65	15	38	12	10	4	12	22	11	50	68
hsa-miR-545-5p	7	7	16	6	30	17	16	14	21	17	10	16	3	11	7	9	9	13	15	4	13	19
hsa-miR-1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548ay-5p	29	21	45	29	72	41	27	40	57	51	30	44	7	45	45	43	30	32	32	14	63	111
hsa-miR-548j-5p	16	27	46	38	56	27	65	43	43	35	31	40	0	15	22	21	20	20	20	2	18	15
hsa-miR-576-5p	62	44	108	59	124	67	98	69	127	104	80	131	46	92	99	90	32	38	117	80	200	179
hsa-miR-4775	6	4	8	13	9	3	9	11	7	1	3	7	1	3	10	6	3	5	9	5	4	19
hsa-miR-4804-5p	6	9	16	6	8	2	19	11	5	11	7	9	10	25	24	22	19	14	13	19	39	42
hsa-miR-4798-3p	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0
hsa-miR-7114-3p	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4522	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4777-3p	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	3	3	0	0	2
hsa-miR-3654	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	1	0	0
hsa-miR-3156-5p	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
hsa-miR-6506-5p	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-3529-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3692-5p	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-422a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-412-3p	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-5187-5p	0	0	0	0	0	0	3	1	1	2	0	1	1	0	0	4	0	0	9	0	4	0
hsa-miR-125b-1-3p	139	200	461	380	550	334	472	403	524	452	283	422	31	169	89	204	54	114	508	226	95	82
hsa-miR-378i	2	1	0	0	0	0	0	0	2	2	0	0	0	0	7	2	0	0	0	0	0	1
hsa-miR-454-5p	2	8	14	9	17	6	11	3	15	14	10	6	4	4	6	16	2	2	8	0	20	12
hsa-let-7e-3p	95	85	160	115	215	136	107	99	197	127	128	136	3	23	33	25	18	4	20	21	47	65
hsa-miR-6857-3p	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0
hsa-miR-3660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	1	0
hsa-miR-3920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
hsa-miR-12129	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
hsa-miR-7160-5p	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-8079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
hsa-miR-4762-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	3	0
hsa-miR-509-3-5p	712	1122	3652	2647	3316	1950	5856	4848	4056	4387	2148	3336	964	2356	2092	2762	1939	2388	3835	2303	3652	4338
hsa-miR-20a-3p	181	130	392	234	479	275	251	245	775	499	385	489	79	309	201	278	79	98	177	100	280	382
hsa-miR-7702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3157-3p	0	3	4	2	0	0	2	0	4	1	0	1	0	1	1	4	0	1	1	0	9	1
hsa-miR-1269a	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-93-3p	335	467	933	809	1188	799	814	527	1603	1612	859	1141	88	165	312	390	210	274	446	212	1041	922
hsa-miR-4714-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-27a-5p	362	442	1922	1025	1593	1200	1206	829	1318	1173	880	1272	63	219	125	151	117	65	379	106	166	242
hsa-miR-891b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-378e	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0
hsa-miR-378c	0	2	3	2	0	1	8	7	5	0	0	0	19	29	12	18	13	6	44	20	12	41
hsa-miR-635	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	3
hsa-miR-374a-3p	320	361	956	525	1223	603	756	606	1301	944	740	873	166	428	419	414	329	264	437	251	469	688
hsa-miR-96-5p	1	0	8	2	2	0	7	1	7	3	1	2	1	2	4	3	2	6	14	8	4	11
hsa-miR-5009-5p	0	0	0	0	2	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	1	0
hsa-miR-4709-3p	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	3	0	0	0
hsa-miR-6858-3p	0	0	3	0	4	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0
hsa-miR-6784-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-296-5p	49	67	60	26	79	32	57	36	171	83	40	56	11	18	11	17	5	9	28	15	51	48
hsa-miR-4765	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
hsa-miR-548v	3	0	6	1	3	0	4	1	12	1	1	1	1	4	0	5	0	1	3	3	6	3
hsa-miR-3678-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302b-5p	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4274	4	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4520-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-526a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
hsa-miR-548ax	4	0	0	1	5	1	0	0	1	7	3	6	0	4	0	2	0	3	11	12	0	4
hsa-miR-421	111	130	259	204	466	307	310	218	447	458	301	349	55	104	220	166	130	174	245	142	527	506
hsa-miR-4696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-518a-3p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0
hsa-miR-1226-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	2	0
hsa-miR-518e-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-550a-5p	6	18	33	29	38	11	42	25	38	33	24	13	3	16	15	9	20	26	16	8	57	31
hsa-miR-3942-3p	1	0	0	0	0	0	0	0	2	3	1	2	0	0	1	0	1	0	0	0	3	4
hsa-miR-612	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0
hsa-miR-6789-3p	1	1	6	6	7	4	0	4	7	6	1	5	0	0	0	0	0	1	1	2	4	2
hsa-miR-6785-3p	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-1251-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-578	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-4752	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4715-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-5007-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-654-3p	2053	1542	2683	1750	3914	2270	2983	2152	3779	2295	2113	2356	0	0	11	23	3	1	3	2	5	6
hsa-miR-4729	1	0	0	0	0	0	2	2	0	1	0	0	0	0	0	1	0	1	1	2	0	0
hsa-miR-34b-3p	24	17	24	33	16	10	26	16	20	18	17	16	2	9	18	27	6	4	19	21	33	46
hsa-miR-4776-3p	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0	4	0	0	0	0	0	0
hsa-miR-5188	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5011-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
hsa-miR-3117-3p	1	1	7	3	1	0	2	0	11	9	0	0	14	99	18	45	17	25	52	24	410	616
hsa-miR-1296-5p	39	62	75	77	125	120	125	106	299	195	108	151	9	28	77	100	51	63	30	13	177	185
hsa-miR-3675-5p	1	2	0	1	1	0	4	8	1	1	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-1277-5p	13	11	17	7	13	14	8	12	38	22	10	14	3	9	8	8	9	4	19	6	10	19
hsa-miR-2054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-4720-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0
hsa-miR-29b-1-5p	353	352	1915	1077	1018	478	917	689	411	540	379	513	278	891	610	657	246	214	617	326	798	426
hsa-miR-5682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4254	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
hsa-miR-6888-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
hsa-miR-200b-5p	0	4	4	4	1	6	3	5	6	3	4	3	0	0	1	0	0	0	0	1	0	0
hsa-miR-942-5p	11	14	60	40	64	36	47	14	33	31	34	39	20	64	89	112	47	25	94	61	136	136
hsa-miR-6502-3p	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
hsa-miR-129-5p	55	100	20	7	8	2	6	11	14	3	2	1	0	7	1	2	0	4	4	1	6	4
hsa-miR-31-3p	1	0	6	4	1	0	5	0	8	1	0	0	2	12	13	9	13	9	11	6	19	24
hsa-miR-675-3p	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
hsa-miR-5590-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4641	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-5591-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
hsa-miR-1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6767-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-567	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
hsa-miR-5692b	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3140-5p	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0
hsa-miR-885-5p	58	40	35	20	49	21	86	80	78	52	36	37	0	0	0	0	0	0	0	0	1	0
hsa-miR-450a-2-3p	63	98	154	176	196	93	205	155	163	152	78	127	5	16	12	16	5	4	17	7	22	13
hsa-miR-509-3p	125	90	188	146	464	163	299	286	529	359	277	304	122	308	247	280	171	204	462	258	602	486
hsa-miR-4446-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-628-5p	48	46	82	37	135	48	72	66	189	133	59	89	25	50	37	43	35	24	131	40	66	46
hsa-miR-525-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135a-5p	3	3	1	1	3	2	1	4	4	1	0	4	0	0	0	2	0	4	5	0	1	0
hsa-miR-3622b-5p	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-4760-3p	0	0	0	0	2	0	3	1	1	0	0	1	0	9	4	3	0	1	2	0	0	0
hsa-miR-5700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1295a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0
hsa-miR-302b-3p	1	1	2	1	0	0	0	0	60	33	0	1	1	2	7	2	1	1	3	0	3	6
hsa-miR-5579-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3152-5p	15	10	20	13	21	13	23	17	37	37	6	20	0	0	0	1	0	0	0	0	0	0
hsa-miR-3194-5p	1	3	3	1	0	5	3	2	9	4	1	6	0	0	0	1	0	0	0	3	0	0
hsa-miR-137-3p	2820	3565	11554	7183	10184	5300	8086	8340	8636	7047	6620	7267	8	19	134	105	48	29	69	29	309	665
hsa-miR-107	876	1222	2368	1982	4200	1810	1626	1398	3496	3447	2020	2471	364	787	1869	1520	834	963	569	369	2434	3200
hsa-miR-6766-3p	4	1	1	1	0	0	1	1	0	1	2	0	0	1	0	0	1	0	1	0	2	3
hsa-miR-3659	2	12	19	10	25	7	11	2	42	33	18	14	2	1	1	0	1	1	2	0	4	6
hsa-miR-218-1-3p	1	0	14	6	1	9	5	5	13	7	4	12	0	0	2	4	0	0	1	1	5	1
hsa-miR-4670-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-6128	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-9983-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0
hsa-miR-4697-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6529-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-518d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2277-3p	1	7	4	5	7	6	10	6	8	6	4	7	0	0	7	1	4	3	6	4	4	8
hsa-miR-4424	0	0	0	0	2	1	0	1	9	3	3	3	0	2	4	0	0	0	0	0	0	1
hsa-miR-4707-3p	0	0	0	0	7	5	2	0	4	4	0	6	0	0	3	3	0	7	0	0	0	0
hsa-miR-4787-3p	5	4	0	2	11	4	8	3	8	17	8	5	5	7	7	1	1	0	10	10	14	7
hsa-miR-6720-5p	0	0	0	1	0	0	0	2	5	0	0	2	13	17	23	7	12	11	7	2	35	41
hsa-miR-512-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	1	1
hsa-miR-596	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-9900	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4691-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-651-5p	0	1	5	2	8	0	2	0	0	2	0	1	18	49	20	52	37	41	55	22	76	125
hsa-miR-363-5p	18	41	14	26	52	19	51	29	20	25	29	32	1	8	6	9	2	5	11	4	17	10
hsa-miR-5704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-7154-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-12121	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-7151-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4666b	0	0	2	0	0	1	4	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-7160-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-12123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
hsa-miR-181c-5p	188	384	587	331	1027	530	552	469	2237	1496	735	1055	16	48	21	12	20	37	85	31	47	51
hsa-miR-548ay-3p	1	0	0	0	6	3	4	1	9	0	2	2	0	1	5	5	0	0	2	2	7	1
hsa-miR-604	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1256	0	0	1	0	0	1	2	0	1	0	0	4	0	3	0	0	0	2	3	1	0	0
hsa-miR-4767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
